detector,environment_id,semantic_label,accuracy,precision,recall,f1,avg_score,n
protocol_core_rf,high_background,T1048,1.0,1.0,1.0,1.0,0.9999511574026938,2.0
protocol_core_rf,high_background,T1078,1.0,1.0,1.0,1.0,0.9967237420812819,123.0
protocol_core_rf,high_background,T1110,1.0,1.0,1.0,1.0,0.999922435021456,1192.0
protocol_core_rf,high_background,T1190,1.0,1.0,1.0,1.0,1.0,83.0
protocol_core_rf,high_background,T1595,0.9895238095238095,1.0,0.9895238095238095,0.9947343226424127,0.9788785869217835,1050.0
protocol_core_rf,high_background,benign,0.9926530612244898,0.0,,0.0,0.014174119921098516,1225.0
protocol_core_rf,low_sampling,Duplicate,1.0,1.0,1.0,1.0,0.9967545740007887,340.0
protocol_core_rf,low_sampling,T1048,1.0,1.0,1.0,1.0,0.9999511574026938,2.0
protocol_core_rf,low_sampling,T1078,1.0,1.0,1.0,1.0,0.9967237420812819,123.0
protocol_core_rf,low_sampling,T1110,1.0,1.0,1.0,1.0,0.999922435021456,1192.0
protocol_core_rf,low_sampling,T1190,1.0,1.0,1.0,1.0,1.0,83.0
protocol_core_rf,low_sampling,T1595,0.9895238095238095,1.0,0.9895238095238095,0.9947343226424127,0.9788785869217835,1050.0
protocol_core_rf,low_sampling,benign,0.9926530612244898,0.0,,0.0,0.014174119921098516,1225.0
protocol_core_rf,observed,Duplicate,1.0,1.0,1.0,1.0,0.9967545740007887,340.0
protocol_core_rf,observed,T1048,1.0,1.0,1.0,1.0,0.9999511574026938,2.0
protocol_core_rf,observed,T1078,1.0,1.0,1.0,1.0,0.9967237420812819,123.0
protocol_core_rf,observed,T1110,1.0,1.0,1.0,1.0,0.999922435021456,1192.0
protocol_core_rf,observed,T1190,1.0,1.0,1.0,1.0,1.0,83.0
protocol_core_rf,observed,T1595,0.9895238095238095,1.0,0.9895238095238095,0.9947343226424127,0.9788785869217835,1050.0
protocol_core_rf,observed,benign,0.9926530612244898,0.0,,0.0,0.014174119921098516,1225.0
rf_env_sensitive,congested_link,Duplicate,0.7382352941176471,1.0,0.7382352941176471,0.8494077834179357,0.6381274996084975,340.0
rf_env_sensitive,congested_link,T1048,1.0,1.0,1.0,1.0,0.9660698143983156,2.0
rf_env_sensitive,congested_link,T1078,0.7317073170731707,1.0,0.7317073170731707,0.8450704225352113,0.6430349479357235,123.0
rf_env_sensitive,congested_link,T1110,1.0,1.0,1.0,1.0,0.9812443935469233,1192.0
rf_env_sensitive,congested_link,T1190,1.0,1.0,1.0,1.0,0.9958590258596592,83.0
rf_env_sensitive,congested_link,T1595,0.8171428571428572,1.0,0.8171428571428572,0.89937106918239,0.6542695759314908,1050.0
rf_env_sensitive,congested_link,benign,0.8979591836734694,0.0,,0.0,0.18295659491298,1225.0
rf_env_sensitive,delayed_collector,Duplicate,1.0,1.0,1.0,1.0,0.9989032753325253,340.0
rf_env_sensitive,delayed_collector,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_env_sensitive,delayed_collector,T1078,1.0,1.0,1.0,1.0,0.9990830902439747,123.0
rf_env_sensitive,delayed_collector,T1110,1.0,1.0,1.0,1.0,0.9998633070655448,1192.0
rf_env_sensitive,delayed_collector,T1190,1.0,1.0,1.0,1.0,1.0,83.0
rf_env_sensitive,delayed_collector,T1595,1.0,1.0,1.0,1.0,0.9915832654273369,1050.0
rf_env_sensitive,delayed_collector,benign,0.9951020408163266,0.0,,0.0,0.008984084135128838,1225.0
rf_env_sensitive,high_background,Duplicate,0.7411764705882353,1.0,0.7411764705882353,0.8513513513513513,0.6852212800166428,340.0
rf_env_sensitive,high_background,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_env_sensitive,high_background,T1078,0.7154471544715447,1.0,0.7154471544715447,0.8341232227488151,0.667932663486374,123.0
rf_env_sensitive,high_background,T1110,1.0,1.0,1.0,1.0,0.9994592830160981,1192.0
rf_env_sensitive,high_background,T1190,1.0,1.0,1.0,1.0,0.9631489881127231,83.0
rf_env_sensitive,high_background,T1595,0.7219047619047619,1.0,0.7219047619047619,0.838495575221239,0.6504903873847228,1050.0
rf_env_sensitive,high_background,benign,0.7763265306122449,0.0,,0.0,0.285453496538487,1225.0
rf_env_sensitive,low_sampling,Duplicate,0.7735294117647059,1.0,0.7735294117647059,0.8723051409618574,0.6863150185428493,340.0
rf_env_sensitive,low_sampling,T1048,1.0,1.0,1.0,1.0,0.9833333333333332,2.0
rf_env_sensitive,low_sampling,T1078,0.6910569105691057,1.0,0.6910569105691057,0.8173076923076923,0.6555164772901008,123.0
rf_env_sensitive,low_sampling,T1110,0.9916107382550335,1.0,0.9916107382550335,0.995787700084246,0.8968777772131916,1192.0
rf_env_sensitive,low_sampling,T1190,0.0,,0.0,0.0,0.29308429497900196,83.0
rf_env_sensitive,low_sampling,T1595,0.7228571428571429,1.0,0.7228571428571429,0.8391376451077943,0.6434300168367139,1050.0
rf_env_sensitive,low_sampling,benign,0.48081632653061224,0.0,,0.0,0.42068649662083213,1225.0
rf_env_sensitive,observed,Duplicate,1.0,1.0,1.0,1.0,0.9990083246199194,340.0
rf_env_sensitive,observed,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_env_sensitive,observed,T1078,1.0,1.0,1.0,1.0,0.9994873707786041,123.0
rf_env_sensitive,observed,T1110,1.0,1.0,1.0,1.0,0.9998633070655448,1192.0
rf_env_sensitive,observed,T1190,1.0,1.0,1.0,1.0,1.0,83.0
rf_env_sensitive,observed,T1595,1.0,1.0,1.0,1.0,0.992460438571171,1050.0
rf_env_sensitive,observed,benign,0.9951020408163266,0.0,,0.0,0.0065090881944917444,1225.0
rf_full,congested_link,Duplicate,1.0,1.0,1.0,1.0,0.8233294497893764,340.0
rf_full,congested_link,T1048,1.0,1.0,1.0,1.0,0.9541426225891385,2.0
rf_full,congested_link,T1078,1.0,1.0,1.0,1.0,0.8287919178343688,123.0
rf_full,congested_link,T1110,1.0,1.0,1.0,1.0,0.9821529810899398,1192.0
rf_full,congested_link,T1190,1.0,1.0,1.0,1.0,0.999571168930012,83.0
rf_full,congested_link,T1595,0.9866666666666667,1.0,0.9866666666666667,0.9932885906040269,0.8311306399189093,1050.0
rf_full,congested_link,benign,0.9885714285714285,0.0,,0.0,0.07338508847346334,1225.0
rf_full,delayed_collector,Duplicate,1.0,1.0,1.0,1.0,0.9987136533106518,340.0
rf_full,delayed_collector,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_full,delayed_collector,T1078,1.0,1.0,1.0,1.0,0.998790490390124,123.0
rf_full,delayed_collector,T1110,1.0,1.0,1.0,1.0,0.9998795365655605,1192.0
rf_full,delayed_collector,T1190,1.0,1.0,1.0,1.0,1.0,83.0
rf_full,delayed_collector,T1595,1.0,1.0,1.0,1.0,0.9901540589599043,1050.0
rf_full,delayed_collector,benign,0.9951020408163266,0.0,,0.0,0.0073745856565638115,1225.0
rf_full,high_background,Duplicate,0.9941176470588236,1.0,0.9941176470588236,0.9970501474926253,0.8035254704543819,340.0
rf_full,high_background,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_full,high_background,T1078,1.0,1.0,1.0,1.0,0.7975192105811433,123.0
rf_full,high_background,T1110,1.0,1.0,1.0,1.0,0.997511474076735,1192.0
rf_full,high_background,T1190,1.0,1.0,1.0,1.0,0.9886375378527826,83.0
rf_full,high_background,T1595,0.9571428571428572,1.0,0.9571428571428572,0.9781021897810219,0.8117811594749282,1050.0
rf_full,high_background,benign,0.9689795918367347,0.0,,0.0,0.11957897223060839,1225.0
rf_full,low_sampling,Duplicate,1.0,1.0,1.0,1.0,0.6312390410253902,340.0
rf_full,low_sampling,T1048,1.0,1.0,1.0,1.0,0.9875,2.0
rf_full,low_sampling,T1078,1.0,1.0,1.0,1.0,0.6259471057053106,123.0
rf_full,low_sampling,T1110,1.0,1.0,1.0,1.0,0.9646264590677796,1192.0
rf_full,low_sampling,T1190,1.0,1.0,1.0,1.0,0.8414703820655333,83.0
rf_full,low_sampling,T1595,0.900952380952381,1.0,0.900952380952381,0.9478957915831663,0.6746722463219481,1050.0
rf_full,low_sampling,benign,0.9959183673469387,0.0,,0.0,0.06360442267902446,1225.0
rf_full,observed,Duplicate,1.0,1.0,1.0,1.0,0.9986135964057354,340.0
rf_full,observed,T1048,1.0,1.0,1.0,1.0,1.0,2.0
rf_full,observed,T1078,1.0,1.0,1.0,1.0,0.9988813833057755,123.0
rf_full,observed,T1110,1.0,1.0,1.0,1.0,0.9998794343122704,1192.0
rf_full,observed,T1190,1.0,1.0,1.0,1.0,1.0,83.0
rf_full,observed,T1595,1.0,1.0,1.0,1.0,0.9910630196837853,1050.0
rf_full,observed,benign,0.9951020408163266,0.0,,0.0,0.00676930621517303,1225.0


